2.134364 1408.708014 0.27849 
2.235387 372.191653 121.063658 
2.368585 189.793621 316.476331 
2.54421 140.299127 149.705164 
2.671804 106.587466 235.674452 
2.820991 86.871196 310.137768 
2.926698 349.644849 321.918203 
3.069777 172.2119 13.678046 
3.180952 332.451079 117.755516 
3.317767 106.420831 234.055554 
3.437497 211.142131 365.237155 
3.551007 325.610469 112.829874 
3.660677 115.25441 322.582942 
3.789904 203.053414 289.340318 
3.915894 293.357654 249.706814 
4.038731 200.590879 282.054034 
4.139496 12.702797 370.237068 
4.260162 107.403742 195.87039 
4.3855 201.694977 223.472093 
4.500643 320.993365 226.548537 
4.660435 158.204882 252.31554 
4.770593 335.518199 338.214224 
4.8899 211.890177 8.37426 
5.011253 117.343708 457.758874 
5.183739 146.563215 5.110214 
5.30188 106.990501 396.211123 
5.407033 360.615527 130.804767 
5.523584 113.941821 117.617379 
5.663032 269.635012 222.343813 
5.792338 195.505494 345.916811 
5.913387 208.841369 240.236348 
6.073411 78.988092 472.240432 
6.177259 362.068129 248.186932 
6.312836 184.100824 188.909922 
6.415416 9.358603 187.447796 
6.624826 61.888129 232.906249 
6.78206 78.354749 192.563123 
6.886167 239.75235 363.345057 
7.024355 269.776934 169.941697 
7.152021 482.508503 270.223639 
7.361329 119.250417 448.906244 
7.493341 107.869006 233.995394 
7.605039 116.02726 189.783037 
7.710766 466.106809 300.962463 
7.839272 194.23132 251.863327 
7.944947 466.337806 226.059139 
8.051719 124.376579 387.161186 
8.158808 251.007258 226.689663 
8.403603 3.921636 201.578746 
8.509504 235.693419 123.885266 
8.676243 223.583273 393.7503 
8.798723 7.837963 116.071378 
8.904612 235.719651 197.198521 
9.03213 195.736153 489.624005 
9.143466 553.281592 218.099142 
9.245859 132.821162 177.403139 
9.355682 118.008768 433.360009 
9.504835 84.745301 81.954554 
9.616983 8.56007 463.04949 
9.734442 107.611777 367.525679 
9.862679 194.64059 7.381799 
9.974317 336.80263 329.478342 
10.082798 570.792246 229.577609 
10.208621 296.288643 121.482524 
10.309321 254.220424 428.537888 
10.47093 152.466763 134.165572 
10.576348 251.949755 340.63822 
10.719569 88.255109 12.563146 
10.867352 252.262175 467.112928 
11.04078 76.573575 321.280211 
11.180161 185.965362 311.761255 
11.289499 456.565089 12.102919 
11.416909 101.718333 432.916336 
11.529058 222.561885 232.993251 
11.744359 118.903391 129.590005 
11.856292 234.425283 596.682151 
12.02173 150.872021 124.339884 
12.161149 267.395336 11.079475 
12.272805 331.016656 511.979655 
12.420868 8.644964 161.799585 
12.537237 325.86245 305.647634 
12.646742 225.012341 193.705849 
12.802485 164.372856 157.296506 
12.918591 318.331198 230.973622 
13.032514 116.56945 155.677717 
13.14032 120.215794 117.460951 
13.280006 95.070717 231.546394 
13.384373 242.221256 413.361507 
13.509909 105.786693 247.818392 
13.705489 251.968836 96.639652 
13.83636 193.166872 386.446818 
13.938066 124.279463 143.662656 
14.067412 383.466914 309.518079 
14.170934 12.364506 130.266892 
14.310633 178.670777 96.073132 
14.420505 117.95483 344.019075 
14.539098 420.934961 369.539842 
14.644235 129.355208 96.298324 
14.753346 228.758455 277.454136 
14.950825 64.00674 2.145488 
15.056699 584.849005 14.275742 
15.170142 331.444228 45.90701 
15.273697 390.901622 52.964442 
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
